_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time:confidence,after,before,bodytext,can_the_verb_span_stylecolorblueverb_span_be_anchored_in_time_gold,docid,eventid,verb
1671463353,false,finalized,5,4/8/2018 11:31:10,no_its_intentionwishopinion,0.8052,"to continue to reduce debt , "" President Lawrence Perlman said .",""" We 'd","<p>So its senior executives are talking openly about possibly buying back some of the company 's $172.5 million in subordinated convertible debentures next year . </p><p>"" We 'd <span style='color:red;'><strong>like </strong></span>to continue to reduce debt , "" President Lawrence Perlman said . </p>",,wsj_0575,17,like
1671463354,false,finalized,5,4/7/2018 07:43:39,no_its_intentionwishopinion,0.8155,"to reduce debt , "" President Lawrence Perlman said .",""" We 'd like to","<p>So its senior executives are talking openly about possibly buying back some of the company 's $172.5 million in subordinated convertible debentures next year . </p><p>"" We 'd like to <span style='color:red;'><strong>continue </strong></span>to reduce debt , "" President Lawrence Perlman said . </p>",,wsj_0575,18,continue
1671463355,false,finalized,5,4/8/2018 22:47:32,no_its_intentionwishopinion,1.0,"debt , "" President Lawrence Perlman said .",""" We 'd like to continue to","<p>So its senior executives are talking openly about possibly buying back some of the company 's $172.5 million in subordinated convertible debentures next year . </p><p>"" We 'd like to continue to <span style='color:red;'><strong>reduce </strong></span>debt , "" President Lawrence Perlman said . </p>",,wsj_0575,19,reduce
1671463356,false,finalized,5,4/8/2018 11:58:39,yes_its_anchorable,0.8081,.,""" We 'd like to continue to reduce debt , "" President Lawrence Perlman","<p>So its senior executives are talking openly about possibly buying back some of the company 's $172.5 million in subordinated convertible debentures next year . </p><p>"" We 'd like to continue to reduce debt , "" President Lawrence Perlman <span style='color:red;'><strong>said </strong></span>. </p>",,wsj_0575,20,said
1671463357,false,finalized,5,4/9/2018 00:01:10,yes_its_anchorable,1.0,"that the company is offering to buy back $154.2 million in senior notes paying 12 3/4 % , he said the response will help determine future debt-reduction efforts .","","<p>"" We 'd like to continue to reduce debt , "" President Lawrence Perlman said . </p><p><span style='color:red;'><strong>Noting </strong></span>that the company is offering to buy back $154.2 million in senior notes paying 12 3/4 % , he said the response will help determine future debt-reduction efforts . </p>",,wsj_0575,21,Noting
1671463358,false,finalized,5,4/7/2018 13:05:22,yes_its_anchorable,0.6288,"to buy back $154.2 million in senior notes paying 12 3/4 % , he said the response will help determine future debt-reduction efforts .",Noting that the company is,"<p>"" We 'd like to continue to reduce debt , "" President Lawrence Perlman said . </p><p>Noting that the company is <span style='color:red;'><strong>offering </strong></span>to buy back $154.2 million in senior notes paying 12 3/4 % , he said the response will help determine future debt-reduction efforts . </p>",,wsj_0575,22,offering
1671463359,false,finalized,5,4/6/2018 23:14:38,no_its_intentionwishopinion,0.8025,"back $154.2 million in senior notes paying 12 3/4 % , he said the response will help determine future debt-reduction efforts .",Noting that the company is offering to,"<p>"" We 'd like to continue to reduce debt , "" President Lawrence Perlman said . </p><p>Noting that the company is offering to <span style='color:red;'><strong>buy </strong></span>back $154.2 million in senior notes paying 12 3/4 % , he said the response will help determine future debt-reduction efforts . </p>",,wsj_0575,23,buy
1671463360,false,finalized,5,4/8/2018 01:00:28,no_its_intentionwishopinion,0.6171,"12 3/4 % , he said the response will help determine future debt-reduction efforts .",Noting that the company is offering to buy back $154.2 million in senior notes,"<p>"" We 'd like to continue to reduce debt , "" President Lawrence Perlman said . </p><p>Noting that the company is offering to buy back $154.2 million in senior notes <span style='color:red;'><strong>paying </strong></span>12 3/4 % , he said the response will help determine future debt-reduction efforts . </p>",,wsj_0575,24,paying
1671463361,false,finalized,5,4/7/2018 12:22:11,yes_its_anchorable,1.0,the response will help determine future debt-reduction efforts .,"Noting that the company is offering to buy back $154.2 million in senior notes paying 12 3/4 % , he","<p>"" We 'd like to continue to reduce debt , "" President Lawrence Perlman said . </p><p>Noting that the company is offering to buy back $154.2 million in senior notes paying 12 3/4 % , he <span style='color:red;'><strong>said </strong></span>the response will help determine future debt-reduction efforts . </p>",,wsj_0575,25,said
1671463362,false,finalized,5,4/8/2018 11:29:55,no_its_intentionwishopinion,0.7956,determine future debt-reduction efforts .,"Noting that the company is offering to buy back $154.2 million in senior notes paying 12 3/4 % , he said the response will","<p>"" We 'd like to continue to reduce debt , "" President Lawrence Perlman said . </p><p>Noting that the company is offering to buy back $154.2 million in senior notes paying 12 3/4 % , he said the response will <span style='color:red;'><strong>help </strong></span>determine future debt-reduction efforts . </p>",,wsj_0575,26,help
1671463363,false,finalized,5,4/7/2018 03:39:53,no_its_intentionwishopinion,0.8046,future debt-reduction efforts .,"Noting that the company is offering to buy back $154.2 million in senior notes paying 12 3/4 % , he said the response will help","<p>"" We 'd like to continue to reduce debt , "" President Lawrence Perlman said . </p><p>Noting that the company is offering to buy back $154.2 million in senior notes paying 12 3/4 % , he said the response will help <span style='color:red;'><strong>determine </strong></span>future debt-reduction efforts . </p>",,wsj_0575,27,determine
1671463364,false,finalized,5,4/7/2018 03:36:04,yes_its_anchorable,1.0,by the recent sale of Control Data 's Imprimis disk-drive business to Seagate Technology Inc .,The offer was automatically,"<p>Noting that the company is offering to buy back $154.2 million in senior notes paying 12 3/4 % , he said the response will help determine future debt-reduction efforts . </p><p>The offer was automatically <span style='color:red;'><strong>triggered </strong></span>by the recent sale of Control Data 's Imprimis disk-drive business to Seagate Technology Inc . </p>",,wsj_0575,30,triggered
1671463365,false,finalized,5,4/8/2018 11:32:31,yes_its_anchorable,1.0,"the company is achieving "" modest positive cash flow from operations , and we expect that to continue into 1990 . ""","Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive ,","<p>The offer was automatically triggered by the recent sale of Control Data 's Imprimis disk-drive business to Seagate Technology Inc . </p><p>Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , <span style='color:red;'><strong>said </strong></span>the company is achieving "" modest positive cash flow from operations , and we expect that to continue into 1990 . "" </p>",,wsj_0575,32,said
1671463366,false,finalized,5,4/7/2018 11:42:40,yes_its_anchorable,0.6057,""" modest positive cash flow from operations , and we expect that to continue into 1990 . ""","Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , said the company is","<p>The offer was automatically triggered by the recent sale of Control Data 's Imprimis disk-drive business to Seagate Technology Inc . </p><p>Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , said the company is <span style='color:red;'><strong>achieving </strong></span>"" modest positive cash flow from operations , and we expect that to continue into 1990 . "" </p>",,wsj_0575,33,achieving
1671463367,false,finalized,5,4/7/2018 23:29:05,yes_its_anchorable,0.6212,"that to continue into 1990 . ""","Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , said the company is achieving "" modest positive cash flow from operations , and we","<p>The offer was automatically triggered by the recent sale of Control Data 's Imprimis disk-drive business to Seagate Technology Inc . </p><p>Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , said the company is achieving "" modest positive cash flow from operations , and we <span style='color:red;'><strong>expect </strong></span>that to continue into 1990 . "" </p>",,wsj_0575,35,expect
1671463368,false,finalized,5,4/8/2018 12:14:46,no_its_hypotheticalcondition,0.4086,"into 1990 . ""","Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , said the company is achieving "" modest positive cash flow from operations , and we expect that to","<p>The offer was automatically triggered by the recent sale of Control Data 's Imprimis disk-drive business to Seagate Technology Inc . </p><p>Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , said the company is achieving "" modest positive cash flow from operations , and we expect that to <span style='color:red;'><strong>continue </strong></span>into 1990 . "" </p>",,wsj_0575,36,continue
1671463369,false,finalized,5,4/8/2018 19:12:25,yes_its_anchorable,0.8105,"the company has no intention of tapping its short-term bank lines "" for a good part of 1990 . """,He,"<p>Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , said the company is achieving "" modest positive cash flow from operations , and we expect that to continue into 1990 . "" </p><p>He <span style='color:red;'><strong>said </strong></span>the company has no intention of tapping its short-term bank lines "" for a good part of 1990 . "" </p>",,wsj_0575,37,said
1671463370,false,finalized,5,4/6/2018 19:53:20,no_its_negation,0.7929,"no intention of tapping its short-term bank lines "" for a good part of 1990 . """,He said the company,"<p>Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , said the company is achieving "" modest positive cash flow from operations , and we expect that to continue into 1990 . "" </p><p>He said the company <span style='color:red;'><strong>has </strong></span>no intention of tapping its short-term bank lines "" for a good part of 1990 . "" </p>",,wsj_0575,38,has
1671463371,false,finalized,5,4/7/2018 11:36:29,no_its_negation,0.4106,"its short-term bank lines "" for a good part of 1990 . """,He said the company has no intention of,"<p>Mr. Perlman , who is also acting chief financial officer and the odds-on favorite to become the next chief executive , said the company is achieving "" modest positive cash flow from operations , and we expect that to continue into 1990 . "" </p><p>He said the company has no intention of <span style='color:red;'><strong>tapping </strong></span>its short-term bank lines "" for a good part of 1990 . "" </p>",,wsj_0575,39,tapping
1671463372,false,finalized,5,4/7/2018 18:44:52,no_its_intentionwishopinion,0.6096,"a new bank relationship , "" Mr. Perlman said .","Sometime next year , Control Data will ""","<p>He said the company has no intention of tapping its short-term bank lines "" for a good part of 1990 . "" </p><p>Sometime next year , Control Data will "" <span style='color:red;'><strong>develop </strong></span>a new bank relationship , "" Mr. Perlman said . </p>",,wsj_0575,40,develop
1671463373,false,finalized,5,4/8/2018 14:47:27,yes_its_anchorable,1.0,.,"Sometime next year , Control Data will "" develop a new bank relationship , "" Mr. Perlman","<p>He said the company has no intention of tapping its short-term bank lines "" for a good part of 1990 . "" </p><p>Sometime next year , Control Data will "" develop a new bank relationship , "" Mr. Perlman <span style='color:red;'><strong>said </strong></span>. </p>",,wsj_0575,41,said
1671463374,false,finalized,5,4/7/2018 19:59:52,yes_its_anchorable,1.0,"Control Data up to $90 million in revolving loans through January , as well as $115 million in standby letters of credit .","In recent months a group of lenders , led by Bank of America , has","<p>Sometime next year , Control Data will "" develop a new bank relationship , "" Mr. Perlman said . </p><p>In recent months a group of lenders , led by Bank of America , has <span style='color:red;'><strong>extended </strong></span>Control Data up to $90 million in revolving loans through January , as well as $115 million in standby letters of credit . </p>",,wsj_0575,42,extended
1671463375,false,finalized,5,4/7/2018 15:04:01,yes_its_anchorable,1.0,"third-quarter earnings of $9.8 million , or 23 cents a share , on revenue of $763 million .",Last week Control Data,"<p>Loan covenants require that the company achieve specified levels of operating earnings and meet a rolling four-quarter profitability test . </p><p>Last week Control Data <span style='color:red;'><strong>reported </strong></span>third-quarter earnings of $9.8 million , or 23 cents a share , on revenue of $763 million . </p>",,wsj_0575,43,reported
1671463376,false,finalized,5,4/8/2018 07:19:04,yes_its_anchorable,0.5785,"a loss of $484 million , largely reflecting the closing of its supercomputer unit .","Through the first nine months , the company","<p>Last week Control Data reported third-quarter earnings of $9.8 million , or 23 cents a share , on revenue of $763 million . </p><p>Through the first nine months , the company <span style='color:red;'><strong>had </strong></span>a loss of $484 million , largely reflecting the closing of its supercomputer unit . </p>",,wsj_0575,45,had
1671463377,false,finalized,5,4/6/2018 21:27:03,yes_its_anchorable,1.0,future restructuring would be a question of strategy .,While a few assets are still being shopped -- including the sports and entertainment ticketing portion of the company 's Ticketron unit -- Mr. Price,"<p>Through the first nine months , the company had a loss of $484 million , largely reflecting the closing of its supercomputer unit . </p><p>While a few assets are still being shopped -- including the sports and entertainment ticketing portion of the company 's Ticketron unit -- Mr. Price <span style='color:red;'><strong>said </strong></span>future restructuring would be a question of strategy . </p>",,wsj_0575,48,said
1671463378,false,finalized,5,4/7/2018 19:31:55,no_its_negation,0.5619,"the cash . """,""" We do n't","<p>While a few assets are still being shopped -- including the sports and entertainment ticketing portion of the company 's Ticketron unit -- Mr. Price said future restructuring would be a question of strategy . </p><p>"" We do n't <span style='color:red;'><strong>need </strong></span>the cash . "" </p>",,wsj_0575,49,need
1671463379,false,finalized,5,4/8/2018 03:32:29,yes_its_anchorable,0.6341,.,"Ticketron 's automated wagering business , which operates lotteries in a half dozen states , is not for sale , the company","<p>"" We do n't need the cash . "" </p><p>Ticketron 's automated wagering business , which operates lotteries in a half dozen states , is not for sale , the company <span style='color:red;'><strong>said </strong></span>. </p>",,wsj_0575,50,said
1671463380,false,finalized,5,4/6/2018 21:43:10,yes_its_anchorable,1.0,", Control Data intends to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas , where "" there is great interest in games of skill . ""","Rather , Mr. Perlman","<p>Ticketron 's automated wagering business , which operates lotteries in a half dozen states , is not for sale , the company said . </p><p>Rather , Mr. Perlman <span style='color:red;'><strong>said </strong></span>, Control Data intends to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas , where "" there is great interest in games of skill . "" </p>",,wsj_0575,51,said
1671463381,false,finalized,5,4/6/2018 20:46:04,no_its_intentionwishopinion,0.5815,"to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas , where "" there is great interest in games of skill . ""","Rather , Mr. Perlman said , Control Data","<p>Ticketron 's automated wagering business , which operates lotteries in a half dozen states , is not for sale , the company said . </p><p>Rather , Mr. Perlman said , Control Data <span style='color:red;'><strong>intends </strong></span>to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas , where "" there is great interest in games of skill . "" </p>",,wsj_0575,52,intends
1671463382,false,finalized,5,4/7/2018 14:48:13,no_its_intentionwishopinion,1.0,"for the coming Minnesota lottery contract and is seeking new applications for the technology overseas , where "" there is great interest in games of skill . ""","Rather , Mr. Perlman said , Control Data intends to","<p>Ticketron 's automated wagering business , which operates lotteries in a half dozen states , is not for sale , the company said . </p><p>Rather , Mr. Perlman said , Control Data intends to <span style='color:red;'><strong>bid </strong></span>for the coming Minnesota lottery contract and is seeking new applications for the technology overseas , where "" there is great interest in games of skill . "" </p>",,wsj_0575,53,bid
1671463383,false,finalized,5,4/7/2018 02:19:41,yes_its_anchorable,0.8156,"new applications for the technology overseas , where "" there is great interest in games of skill . ""","Rather , Mr. Perlman said , Control Data intends to bid for the coming Minnesota lottery contract and is","<p>Ticketron 's automated wagering business , which operates lotteries in a half dozen states , is not for sale , the company said . </p><p>Rather , Mr. Perlman said , Control Data intends to bid for the coming Minnesota lottery contract and is <span style='color:red;'><strong>seeking </strong></span>new applications for the technology overseas , where "" there is great interest in games of skill . "" </p>",,wsj_0575,54,seeking
1671463384,false,finalized,5,4/7/2018 06:54:35,no_its_negation,0.8187,.,He would n't,"<p>Rather , Mr. Perlman said , Control Data intends to bid for the coming Minnesota lottery contract and is seeking new applications for the technology overseas , where "" there is great interest in games of skill . "" </p><p>He would n't <span style='color:red;'><strong>elaborate </strong></span>. </p>",,wsj_0575,55,elaborate
1671463385,false,finalized,5,4/7/2018 11:39:58,yes_its_anchorable,0.8045,"to lose money , the executives acknowledged , but they said they consider some of the technology vital to national defense and so are reluctant to dispose of it .","Control Data 's semiconductor business , VTC Inc. ,","<p>He would n't elaborate . </p><p>Control Data 's semiconductor business , VTC Inc. , <span style='color:red;'><strong>continues </strong></span>to lose money , the executives acknowledged , but they said they consider some of the technology vital to national defense and so are reluctant to dispose of it . </p>",,wsj_0575,56,continues
1671463386,false,finalized,5,4/8/2018 11:23:30,yes_its_anchorable,1.0,"money , the executives acknowledged , but they said they consider some of the technology vital to national defense and so are reluctant to dispose of it .","Control Data 's semiconductor business , VTC Inc. , continues to","<p>He would n't elaborate . </p><p>Control Data 's semiconductor business , VTC Inc. , continues to <span style='color:red;'><strong>lose </strong></span>money , the executives acknowledged , but they said they consider some of the technology vital to national defense and so are reluctant to dispose of it . </p>",,wsj_0575,57,lose
1671463387,false,finalized,5,4/7/2018 00:40:30,yes_its_anchorable,1.0,", but they said they consider some of the technology vital to national defense and so are reluctant to dispose of it .","Control Data 's semiconductor business , VTC Inc. , continues to lose money , the executives","<p>He would n't elaborate . </p><p>Control Data 's semiconductor business , VTC Inc. , continues to lose money , the executives <span style='color:red;'><strong>acknowledged </strong></span>, but they said they consider some of the technology vital to national defense and so are reluctant to dispose of it . </p>",,wsj_0575,58,acknowledged
1671463388,false,finalized,5,4/6/2018 23:40:22,yes_its_anchorable,1.0,they consider some of the technology vital to national defense and so are reluctant to dispose of it .,"Control Data 's semiconductor business , VTC Inc. , continues to lose money , the executives acknowledged , but they","<p>He would n't elaborate . </p><p>Control Data 's semiconductor business , VTC Inc. , continues to lose money , the executives acknowledged , but they <span style='color:red;'><strong>said </strong></span>they consider some of the technology vital to national defense and so are reluctant to dispose of it . </p>",,wsj_0575,59,said
1671463389,false,finalized,5,4/6/2018 21:38:48,no_its_intentionwishopinion,0.3999,of it .,"Control Data 's semiconductor business , VTC Inc. , continues to lose money , the executives acknowledged , but they said they consider some of the technology vital to national defense and so are reluctant to","<p>He would n't elaborate . </p><p>Control Data 's semiconductor business , VTC Inc. , continues to lose money , the executives acknowledged , but they said they consider some of the technology vital to national defense and so are reluctant to <span style='color:red;'><strong>dispose </strong></span>of it . </p>",,wsj_0575,61,dispose
1671463390,false,finalized,5,4/7/2018 04:21:24,yes_its_anchorable,1.0,profitability after several quarters of losses -- calls for a narrow focus and a lid on expenses .,The company 's strategy for keeping its computer products business profitable -- it recently,"<p>Control Data 's semiconductor business , VTC Inc. , continues to lose money , the executives acknowledged , but they said they consider some of the technology vital to national defense and so are reluctant to dispose of it . </p><p>The company 's strategy for keeping its computer products business profitable -- it recently <span style='color:red;'><strong>achieved </strong></span>profitability after several quarters of losses -- calls for a narrow focus and a lid on expenses . </p>",,wsj_0575,62,achieved
1671463391,false,finalized,5,4/7/2018 07:09:08,no_its_intentionwishopinion,0.6401,"down through strategic technology alliances , management said .","Partly , costs will be","<p>The company 's strategy for keeping its computer products business profitable -- it recently achieved profitability after several quarters of losses -- calls for a narrow focus and a lid on expenses . </p><p>Partly , costs will be <span style='color:red;'><strong>held </strong></span>down through strategic technology alliances , management said . </p>",,wsj_0575,64,held
1671463392,false,finalized,5,4/8/2018 00:41:19,yes_its_anchorable,1.0,.,"Partly , costs will be held down through strategic technology alliances , management","<p>The company 's strategy for keeping its computer products business profitable -- it recently achieved profitability after several quarters of losses -- calls for a narrow focus and a lid on expenses . </p><p>Partly , costs will be held down through strategic technology alliances , management <span style='color:red;'><strong>said </strong></span>. </p>",,wsj_0575,65,said
1671463393,false,finalized,5,4/7/2018 08:45:31,yes_its_anchorable,1.0,an agreement with MIPS Computer Systems Inc. to jointly develop machines with simplified operating software .,Control Data recently,"<p>Partly , costs will be held down through strategic technology alliances , management said . </p><p>Control Data recently <span style='color:red;'><strong>announced </strong></span>an agreement with MIPS Computer Systems Inc. to jointly develop machines with simplified operating software . </p>",,wsj_0575,66,announced
1671463394,false,finalized,5,4/6/2018 20:05:38,no_its_intentionwishopinion,1.0,machines with simplified operating software .,Control Data recently announced an agreement with MIPS Computer Systems Inc. to jointly,"<p>Partly , costs will be held down through strategic technology alliances , management said . </p><p>Control Data recently announced an agreement with MIPS Computer Systems Inc. to jointly <span style='color:red;'><strong>develop </strong></span>machines with simplified operating software . </p>",,wsj_0575,68,develop
1671463395,false,finalized,5,4/7/2018 01:07:54,yes_its_anchorable,0.6197,such arrangements could help slash Control Data 's computer research and development costs in half by the end of 1990 .,"James E. Ousley , computer products group president ,","<p>Control Data recently announced an agreement with MIPS Computer Systems Inc. to jointly develop machines with simplified operating software . </p><p>James E. Ousley , computer products group president , <span style='color:red;'><strong>said </strong></span>such arrangements could help slash Control Data 's computer research and development costs in half by the end of 1990 . </p>",,wsj_0575,69,said
1671463396,false,finalized,5,4/7/2018 15:42:33,no_its_intentionwishopinion,1.0,slash Control Data 's computer research and development costs in half by the end of 1990 .,"James E. Ousley , computer products group president , said such arrangements could","<p>Control Data recently announced an agreement with MIPS Computer Systems Inc. to jointly develop machines with simplified operating software . </p><p>James E. Ousley , computer products group president , said such arrangements could <span style='color:red;'><strong>help </strong></span>slash Control Data 's computer research and development costs in half by the end of 1990 . </p>",,wsj_0575,70,help
1671463397,false,finalized,5,4/8/2018 11:31:31,no_its_hypotheticalcondition,0.5866,Control Data 's computer research and development costs in half by the end of 1990 .,"James E. Ousley , computer products group president , said such arrangements could help","<p>Control Data recently announced an agreement with MIPS Computer Systems Inc. to jointly develop machines with simplified operating software . </p><p>James E. Ousley , computer products group president , said such arrangements could help <span style='color:red;'><strong>slash </strong></span>Control Data 's computer research and development costs in half by the end of 1990 . </p>",,wsj_0575,71,slash
1671463398,false,finalized,5,4/8/2018 11:53:20,yes_its_anchorable,1.0,"that before Control Data scrapped its ETA Systems Inc. supercomputer business this past spring , those costs were running at nearly 35 % of group revenue .",He,"<p>James E. Ousley , computer products group president , said such arrangements could help slash Control Data 's computer research and development costs in half by the end of 1990 . </p><p>He <span style='color:red;'><strong>disclosed </strong></span>that before Control Data scrapped its ETA Systems Inc. supercomputer business this past spring , those costs were running at nearly 35 % of group revenue . </p>",,wsj_0575,72,disclosed
1671463399,false,finalized,5,4/6/2018 19:53:16,yes_its_anchorable,0.6226,"its ETA Systems Inc. supercomputer business this past spring , those costs were running at nearly 35 % of group revenue .",He disclosed that before Control Data,"<p>James E. Ousley , computer products group president , said such arrangements could help slash Control Data 's computer research and development costs in half by the end of 1990 . </p><p>He disclosed that before Control Data <span style='color:red;'><strong>scrapped </strong></span>its ETA Systems Inc. supercomputer business this past spring , those costs were running at nearly 35 % of group revenue . </p>",,wsj_0575,73,scrapped
1671463400,false,finalized,5,4/8/2018 08:59:40,yes_its_anchorable,1.0,at nearly 35 % of group revenue .,"He disclosed that before Control Data scrapped its ETA Systems Inc. supercomputer business this past spring , those costs were","<p>James E. Ousley , computer products group president , said such arrangements could help slash Control Data 's computer research and development costs in half by the end of 1990 . </p><p>He disclosed that before Control Data scrapped its ETA Systems Inc. supercomputer business this past spring , those costs were <span style='color:red;'><strong>running </strong></span>at nearly 35 % of group revenue . </p>",,wsj_0575,74,running
1671463401,false,finalized,5,4/8/2018 14:25:48,yes_its_anchorable,1.0,.,"At the same time four of six design projects were spiked , he","<p>He disclosed that before Control Data scrapped its ETA Systems Inc. supercomputer business this past spring , those costs were running at nearly 35 % of group revenue . </p><p>At the same time four of six design projects were spiked , he <span style='color:red;'><strong>said </strong></span>. </p>",,wsj_0575,76,said
1671463402,false,finalized,5,4/7/2018 15:43:01,yes_its_anchorable,1.0,"how the company hopes to expand its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration .","","<p>At the same time four of six design projects were spiked , he said . </p><p><span style='color:red;'><strong>Asked </strong></span>how the company hopes to expand its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration . </p>",,wsj_0575,77,Asked
1671463403,false,finalized,5,4/7/2018 12:39:52,no_its_intentionwishopinion,0.8094,"to expand its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration .",Asked how the company,"<p>At the same time four of six design projects were spiked , he said . </p><p>Asked how the company <span style='color:red;'><strong>hopes </strong></span>to expand its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration . </p>",,wsj_0575,78,hopes
1671463404,false,finalized,5,4/6/2018 23:33:01,no_its_intentionwishopinion,1.0,"its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration .",Asked how the company hopes to,"<p>At the same time four of six design projects were spiked , he said . </p><p>Asked how the company hopes to <span style='color:red;'><strong>expand </strong></span>its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration . </p>",,wsj_0575,79,expand
1671463405,false,finalized,5,4/7/2018 22:48:53,yes_its_anchorable,0.7981,it sees good opportunities in systems integration .,"Asked how the company hopes to expand its computer hardware business , Mr. Ousley","<p>At the same time four of six design projects were spiked , he said . </p><p>Asked how the company hopes to expand its computer hardware business , Mr. Ousley <span style='color:red;'><strong>said </strong></span>it sees good opportunities in systems integration . </p>",,wsj_0575,80,said
1671463406,false,finalized,5,4/7/2018 22:35:22,yes_its_anchorable,0.7882,good opportunities in systems integration .,"Asked how the company hopes to expand its computer hardware business , Mr. Ousley said it","<p>At the same time four of six design projects were spiked , he said . </p><p>Asked how the company hopes to expand its computer hardware business , Mr. Ousley said it <span style='color:red;'><strong>sees </strong></span>good opportunities in systems integration . </p>",,wsj_0575,81,sees
1671463407,false,finalized,5,4/7/2018 13:45:57,yes_its_anchorable,0.7661,"we 're getting only 10 % of the integration dollars our customers are spending , "" he said .",""" We","<p>Asked how the company hopes to expand its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration . </p><p>"" We <span style='color:red;'><strong>think </strong></span>we 're getting only 10 % of the integration dollars our customers are spending , "" he said . </p>",,wsj_0575,82,think
1671463408,false,finalized,5,4/7/2018 01:57:20,no_its_intentionwishopinion,0.6329,"only 10 % of the integration dollars our customers are spending , "" he said .",""" We think we 're","<p>Asked how the company hopes to expand its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration . </p><p>"" We think we 're <span style='color:red;'><strong>getting </strong></span>only 10 % of the integration dollars our customers are spending , "" he said . </p>",,wsj_0575,83,getting
1671463409,false,finalized,5,4/8/2018 00:06:47,yes_its_anchorable,0.8036,", "" he said .",""" We think we 're getting only 10 % of the integration dollars our customers are","<p>Asked how the company hopes to expand its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration . </p><p>"" We think we 're getting only 10 % of the integration dollars our customers are <span style='color:red;'><strong>spending </strong></span>, "" he said . </p>",,wsj_0575,84,spending
1671463410,false,finalized,5,4/7/2018 08:44:17,yes_its_anchorable,1.0,.,""" We think we 're getting only 10 % of the integration dollars our customers are spending , "" he","<p>Asked how the company hopes to expand its computer hardware business , Mr. Ousley said it sees good opportunities in systems integration . </p><p>"" We think we 're getting only 10 % of the integration dollars our customers are spending , "" he <span style='color:red;'><strong>said </strong></span>. </p>",,wsj_0575,85,said
1671463411,false,finalized,5,4/7/2018 16:37:23,no_its_intentionwishopinion,0.6382,"a lot of money on that . """,""" We 're in environments that are going to","<p>"" We think we 're getting only 10 % of the integration dollars our customers are spending , "" he said . </p><p>"" We 're in environments that are going to <span style='color:red;'><strong>spend </strong></span>a lot of money on that . "" </p>",,wsj_0575,86,spend
1671463412,false,finalized,5,4/7/2018 15:11:16,yes_its_anchorable,0.8218,"the company 's scrape with disaster , Mr. Price conceded it had tried to do too much on its own .","","<p>Utilities management is a major commercial niche . </p><p><span style='color:red;'><strong>Reviewing </strong></span>the company 's scrape with disaster , Mr. Price conceded it had tried to do too much on its own . </p>",,wsj_0575,87,Reviewing
1671463413,false,finalized,5,4/6/2018 23:29:55,yes_its_anchorable,1.0,it had tried to do too much on its own .,"Reviewing the company 's scrape with disaster , Mr. Price","<p>Utilities management is a major commercial niche . </p><p>Reviewing the company 's scrape with disaster , Mr. Price <span style='color:red;'><strong>conceded </strong></span>it had tried to do too much on its own . </p>",,wsj_0575,89,conceded
1671463414,false,finalized,5,4/7/2018 22:41:58,yes_its_anchorable,1.0,to do too much on its own .,"Reviewing the company 's scrape with disaster , Mr. Price conceded it had","<p>Utilities management is a major commercial niche . </p><p>Reviewing the company 's scrape with disaster , Mr. Price conceded it had <span style='color:red;'><strong>tried </strong></span>to do too much on its own . </p>",,wsj_0575,90,tried
1671463415,false,finalized,5,4/8/2018 03:04:54,no_its_intentionwishopinion,0.59,too much on its own .,"Reviewing the company 's scrape with disaster , Mr. Price conceded it had tried to","<p>Utilities management is a major commercial niche . </p><p>Reviewing the company 's scrape with disaster , Mr. Price conceded it had tried to <span style='color:red;'><strong>do </strong></span>too much on its own . </p>",,wsj_0575,91,do
